UserID,Gender,Age,CAP,Work
699,M,46,27024,Disoccupato
700,M,24,72022,Programmatore
701,F,60,14025,Data Analyst
702,M,57,47030,Data Engineer
703,F,42,50055,Dirigente
704,F,23,45100,Dottore
705,M,58,65027,Data Analyst
706,M,51,34149,Impiegato
707,M,26,17021,Data Engineer
708,M,13,56022,Studente
709,M,29,10126,Disoccupato
710,M,44,36012,Impiegato
711,M,59,22072,Atleta
712,M,44,03100,Disoccupato
713,M,12,84066,Studente
714,M,14,70037,Studente
715,M,36,80038,Disoccupato
716,M,31,33030,Data Analyst
717,M,18,34149,Infermiere
718,M,9,45030,Studente
719,M,55,33030,Disoccupato
720,M,57,65027,Disoccupato
721,F,62,00153,Data Scientis
722,M,50,12032,Avvocato
723,M,56,33013,Avvocato
724,M,39,45030,Architetto
725,M,36,15067,Infermiere
726,F,38,15067,Data Scientis
727,M,46,15067,Infermiere
728,M,34,35010,Ricercatore
729,M,46,34149,Avvocato
730,M,29,33013,Disoccupato
731,M,33,12032,Direttore
732,M,24,09078,Data Engineer
733,M,48,33013,Attore
734,M,29,64023,Data Engineer
735,M,10,72022,Studente
736,M,13,14025,Studente
737,M,29,41058,Musicista
738,M,49,20023,Programmatore
739,M,56,19020,Avvocato
740,M,49,33013,Ingegnere
741,M,15,20139,Studente
742,M,15,65017,Studente
743,F,36,41058,Operaio
744,M,31,36012,Programmatore
745,M,34,19020,Studente
746,F,63,84070,Musicista
747,M,19,71032,Data Analyst
748,M,48,32030,Disoccupato
749,M,35,65017,Atleta
750,F,65,80038,Data Scientis
751,F,13,20131,Studente
752,F,41,87060,Direttore
753,M,16,95127,Studente
754,M,18,35124,Data Engineer
755,F,24,01010,Disoccupato
756,M,40,14100,Disoccupato
757,M,23,15063,Avvocato
758,M,9,22072,Studente
759,F,50,26010,Direttore
760,M,57,34149,Autista
761,M,30,90143,Data Engineer
762,M,21,71032,Studente
763,M,11,95127,Studente
764,M,22,25123,Impiegato
765,M,51,84070,Programmatore
766,F,21,25043,Data Engineer
767,M,49,47030,Avvocato
768,M,60,20131,Avvocato
769,M,36,15063,Programmatore
770,M,21,47030,Data Analyst
771,F,40,28887,Dirigente
772,M,54,45030,Avvocato
773,M,17,35010,Studente
774,M,15,73020,Studente
775,M,29,15063,Programmatore
776,F,27,33013,Direttore
777,M,10,35010,Studente
778,M,20,20023,Programmatore
779,M,30,87060,Disoccupato
780,M,34,36012,Programmatore
781,M,12,00061,Studente
782,M,61,35031,Dirigente
783,M,24,44121,Data Analyst
784,M,57,65027,Disoccupato
785,M,60,15063,Musicista
786,M,28,84070,Disoccupato
787,M,13,26010,Studente
788,M,28,14025,Disoccupato
789,M,45,84066,Dirigente
790,M,31,44121,Programmatore
791,M,47,63100,Data Engineer
792,M,15,20131,Studente
793,F,58,36012,Ingegnere
794,M,49,09078,Impiegato
795,F,39,27024,Ingegnere
796,M,44,20131,Ricercatore
797,F,32,83030,Data Engineer
798,F,60,28887,Impiegato
799,F,48,80038,Insegnante
800,F,26,09010,Avvocato
801,F,54,65017,Impiegato
802,M,43,86020,Attore
803,M,60,47030,Data Analyst
804,M,22,32030,Impiegato
805,M,58,10086,Avvocato
806,M,31,41058,Disoccupato
807,M,63,20131,Data Analyst
808,M,32,64023,Data Engineer
809,M,36,14100,Programmatore
810,M,40,50055,Avvocato
811,M,13,35010,Studente
812,M,46,33030,Ricercatore
813,M,20,84066,Data Analyst
814,F,35,84070,Data Analyst
815,M,65,14100,Data Analyst
816,M,54,33050,Disoccupato
817,M,50,15063,Data Analyst
818,M,18,41058,Data Analyst
819,M,45,20023,Data Engineer
820,M,22,33013,Data Engineer
821,M,47,73020,Operaio
822,F,27,86020,Dirigente
823,M,23,10126,Disoccupato
824,M,54,63100,Avvocato
825,M,34,20139,Dirigente
826,F,18,95127,Dirigente
827,M,38,73020,Operaio
828,M,36,14100,Data Analyst
829,M,45,47924,Musicista
830,M,9,63100,Studente
831,F,42,70026,Disoccupato
832,M,49,84070,Operaio
833,M,24,19020,Data Engineer
834,F,18,09078,Avvocato
835,M,27,21014,Disoccupato
836,M,45,33050,Infermiere
837,M,28,85024,Data Engineer
838,M,10,35010,Studente
839,M,59,14025,Disoccupato
840,F,21,36100,Direttore
841,F,19,36100,Ingegnere
842,F,50,40138,Disoccupato
843,M,21,09078,Data Engineer
844,M,12,84066,Studente
845,F,15,26100,Studente
846,M,51,36012,Insegnante
847,F,46,14100,Data Engineer
848,M,22,83030,Autista
849,M,22,25123,Direttore
850,M,14,36012,Studente
851,M,43,32030,Data Analyst
852,M,12,41058,Studente
853,M,64,25043,Programmatore
854,F,14,45030,Studente
855,F,45,35010,Operaio
856,F,35,22072,Ricercatore
857,M,59,50055,Programmatore
858,M,17,21030,Studente
859,M,40,00153,Avvocato
860,M,48,14100,Disoccupato
861,M,24,72022,Data Engineer
862,M,49,40138,Data Engineer
863,M,64,84066,Data Engineer
864,F,28,84066,Disoccupato
865,M,20,30020,Dirigente
866,M,15,80038,Studente
867,M,9,72022,Studente
868,M,28,22072,Programmatore
869,M,9,36012,Studente
870,F,45,15077,Dirigente
871,M,38,76012,Studente
872,M,25,27024,Dirigente
873,M,15,15063,Studente
874,M,9,15063,Studente
875,M,15,22076,Studente
876,M,52,33048,Data Analyst
877,M,39,15063,Disoccupato
878,M,60,30020,Operaio
879,M,42,00125,Attore
880,M,40,32030,Programmatore
881,M,54,20131,Ingegnere
882,M,16,40061,Studente
883,F,32,27024,Ingegnere
884,M,50,35031,Studente
885,M,16,21030,Studente
886,F,50,15067,Disoccupato
887,F,36,03100,Attore
888,F,18,24020,Studente
889,M,41,35031,Impiegato
890,M,62,27024,Data Analyst
891,M,63,00125,Dirigente
892,M,12,14100,Studente
893,F,20,15063,Ricercatore
894,M,57,67069,Data Analyst
895,M,14,21030,Studente
896,M,26,70026,Autista
897,M,52,84066,Ricercatore
898,M,21,61029,Data Engineer
899,F,19,32030,Dirigente
900,F,53,09078,Architetto
901,F,19,84070,Disoccupato
902,M,37,73020,Disoccupato
903,M,16,64023,Studente
904,M,21,20131,Impiegato
905,F,34,09099,Avvocato
906,M,62,36012,Studente
907,F,13,21030,Studente
908,F,10,28887,Studente
909,M,26,70026,Data Engineer
910,F,41,47030,Disoccupato
911,M,16,64023,Studente
912,F,18,76012,Operaio
913,M,64,15063,Disoccupato
914,F,39,28887,Data Scientis
915,M,44,65017,Data Engineer
916,F,30,33030,Dirigente
917,M,41,00018,Ricercatore
918,F,60,63100,Dirigente
919,F,39,33050,Dirigente
920,M,30,26010,Data Analyst
921,M,15,36012,Studente
922,M,63,28887,Attore
923,M,56,21030,Data Engineer
924,M,61,20023,Programmatore
925,F,52,14025,Direttore
926,M,44,35010,Studente
927,F,36,95127,Impiegato
928,F,42,83030,Attore
929,M,28,21030,Autista
930,M,20,24020,Insegnante
931,F,60,61029,Dirigente
932,F,27,33050,Ricercatore
933,M,28,72022,Dirigente
934,F,31,76012,Data Engineer
935,M,36,03100,Ingegnere
936,M,43,34149,Data Analyst
937,M,44,50055,Autista
938,F,14,26010,Studente
939,F,57,33050,Impiegato
940,M,12,33050,Studente
941,M,34,71032,Impiegato
942,F,34,72022,Ricercatore
943,F,17,15077,Studente
944,M,22,28887,Disoccupato
945,M,31,27024,Data Engineer
